id,title,abstract
777,评论,挺不错的
778,评论,点评厦门第一港海边度假庄园
779,评论,"居住环境也是很棒,房间很干净"
780,评论,店铺人热情，接待非常周到
781,评论,服务周到细致
782,评论,干净整洁有设计
783,评论,性价比高
784,评论,"客服态度很好,离店时看我行李那么多"
785,评论,"环境很好也很卫生,顶楼也有晒衣服的地方"
786,评论,"交通便利,服务周到,非常满意"
787,评论,老板人超好
788,评论,"服务态度非常好,价格优惠"
789,评论,"周边吃饭方便,服务不错"
790,评论,"住宿环境温馨,服务态度好,值得住"
791,评论,"环境赞,服务很贴心"
792,评论,还是挺干净的
793,评论,厦门唯一一家全好评的客栈
794,评论,"服务很好,到了以后都有出来接我们"
795,评论,花园式的装修让人感觉很舒服
796,评论,这家客栈的人文气息真的特别浓厚
797,评论,超级满意
798,评论,每一个客房都很干净
799,评论,点评厦门第一港海边度假庄园
800,评论,点评厦门第一港海边度假庄园
801,评论,"环境很棒,服务周到"
802,评论,服务很贴心
803,评论,整体感觉像到家的感觉
804,评论,房间总体不错
805,评论,点评厦门第一港海边度假庄园
806,评论,"很好非常好,老板人很好"
807,评论,服务超赞
808,评论,"环境赞,服务很贴心"
809,评论,点评厦门第一港海边度假庄园
810,评论,服务很贴心
811,评论,"服务人员和小哥都很好,有求必应"
812,评论,"酒店还有一个特别勤劳的小哥,有求必应"
813,评论,"美食美景全在那里,简直方便极了"
814,评论,"各方面都非常好,不愧是0差评客栈"
815,评论,"老板很热情,开着电瓶车去路口接我们"
816,评论,"性价比很高,位置偏了点"
817,评论,"厕所也小,这个比较不好"
818,评论,"酒店老板非常热情,走的时候还送了小礼物"
819,评论,房间也很温馨
820,评论,老板很热情
821,评论,"店家的服务态度很好,整体还不错"
822,评论,非常愉快的一次入住
823,评论,"中间有点小差曲,实际很好找,我们走反了"
824,评论,"干净方便,服务好"
825,评论,对面海边风景真的太好
826,评论,还不错的
827,评论,服务超级棒
828,评论,"环境和房间都很赞,漂亮又干净,服务贴心"
829,评论,"客栈服务不错,有专门电瓶车接送"
830,评论,服务不错
831,评论,然后进去的第一感觉好漂亮好漂亮
832,评论,"可能我们住的是一楼,隔音效果不算太好"
833,评论,总之下次再来一定就这一直住着不换地方了
834,评论,环境赞服务赞老板人很好
835,评论,有点小清新的感觉
836,评论,"环境还不错,服务态度非常的好哦"
837,评论,"老板人很好,环境不错"
838,评论,服务很好
839,评论,"酒店环境还行,性价比不算太高"
840,评论,"总之选对了住宿,发觉什么都很顺利"
841,评论,老板很热情
842,评论,"老板很热心,走的时候还赠送了伴手礼"
843,评论,老板服务周到热情
844,评论,总体来说还是不错
845,评论,房间很温馨
846,评论,"老板很热情,服务相当的好"
847,评论,环境很好
848,评论,店里的人都好好
849,评论,开车的小哥人挺好的又礼貌
850,评论,"小花园很精致,房屋很干净,做得很精致"
851,评论,各方面都很不错
852,评论,"老板娘人很好,热情好客"
853,评论,"很多行李,小哥都一一帮我们搬上房间"
854,评论,店长小李非常热心
855,评论,"老板的态度很好,酒店也很有特色"
856,评论,房间内部也很干净整洁
857,评论,非常不错，环境美，服务好
858,评论,"酒店环境不错卫生条件也好,房间舒服"
859,评论,房间很干净
860,评论,"很喜欢,老板人很好"
861,评论,环境相当满意，非常舒服
862,评论,服务真心的好
863,评论,环境都挺好的
864,评论,老板人很好哦
865,评论,"客栈布置的很漂亮,房间整洁,用品齐全"
866,评论,退房给你当地的特产很贴心
867,评论,"店家好贴心哟,好热心"
868,评论,点评厦门第一港海边度假庄园
869,评论,酒店很不错
870,评论,"环境不错,温馨,舒适,老板热情又贴心"
871,评论,真是太贊了
872,评论,店家服务到位，环境干净整洁
873,评论,房间很温馨
874,评论,"真心不错,环境很好也很卫生"
875,评论,离海边很近
876,评论,"环境不错,离海很近,老板很热情"
877,评论,房间很新也很干净
878,评论,"非常满意,打车去任何景点都方便"
879,评论,"环境优雅,服务质量好"
880,评论,"环境赞,服务很贴心"
881,评论,客栈很温馨
882,评论,"欧式风格,服务特别热情"
883,评论,小哥和前台小姐姐特别热心特别好
884,评论,老板人好
885,评论,"装修格调好温馨,干净舒适,新装修"
886,评论,他们的服务相当贴心
887,评论,前台美女非常贴心
888,评论,"小哥很热情,前台特别好"
889,评论,服务特别周到
890,评论,服务非常好很贴心
891,评论,酒店挺好的
892,评论,"最后一句话,选择第一港没错"
893,评论,"服务很贴心,老板很热情,住宿环境也不错"
894,评论,"服务热情,密码锁保障安全,很好很贴心"
895,评论,店家服务特别好
896,评论,店主很热心
897,评论,店里面的人态度非常好
898,评论,"环境不错,店员很热情"
899,评论,非常喜欢
900,评论,"服务态度很好,前台指路很清晰"
901,评论,"环境,交通,价格,服务都很满意"
902,评论,"整栋楼欧美式装修,老板人很好"
903,评论,这次去厦门唯一令我满意的商家
904,评论,我最难忘的还是他那的床，很软
905,评论,"旅馆很好,里面设施很齐全"
906,评论,环境非常好
907,评论,酒店服务没得说，比五星还赞
908,评论,干净卫生
909,评论,"服务都挺好,离海边特别近"
910,评论,"很干净,服务也很好"
911,评论,"设备都齐全,很新"
912,评论,服务态度非常好
913,评论,很nice的一家店
914,评论,出行坐公交都挺方便
915,评论,房间有经济实惠的
916,评论,"酒店的服务和配套设施齐全,值得推荐"
917,评论,入住时送了四瓶菊花茶
918,评论,"店主人非常好,车接车送"
919,评论,前台人很好，接送的小哥人也很好
920,评论,酒店的设备挺新的
921,评论,有家的感觉
922,评论,"环境优雅,服务真心好,每天接送不厌其烦"
923,评论,感觉温馨贴心
924,评论,"价格不高,服务很好,专车接送,随叫随到"
925,评论,老板人炒鸡炒鸡好
926,评论,员工服务周到，赞一个
927,评论,"环境赞,服务很贴心"
928,评论,"外面交通便利,对面的海很棒"
929,评论,"总体相当满意,有机会下次还要来"
930,评论,"好温馨呀,老板人超好,赞赞赞"
931,评论,房间宽敞，有特色
932,评论,房间可是很特色的
933,评论,第一次感觉进去路有点小
934,评论,算下来很划算的
935,评论,环境优美，服务态度好
936,评论,"房间很文艺气息,前台很热情,来回摆渡"
937,评论,环境和服务很好
938,评论,服务态度好
939,评论,"卫生也不错,家人也说这酒店选的相当不错"
940,评论,这家民宿整体还算不错
941,评论,这家店的老板人很好
942,评论,点评厦门第一港海边度假庄园
943,评论,服务非常好
944,评论,特别温馨
945,评论,老板人好环境很不错
946,评论,"环境很好,服务很周到"
947,评论,小哥超级热情
948,评论,"这里的床很舒服,我们住了五晚睡得都很好"
949,评论,这家店真的很好
950,评论,"不贵还特别干净,我是个有洁癖的人"
951,评论,客栈里的设施，装修5分
952,评论,感觉好贴心
953,评论,这家民宿是我在厦门住过的最有感觉的民宿了
954,评论,服务人员都很热情，心情也很好
955,评论,房间环境也不错
956,评论,我们住的大床房，觉得很漂亮温馨
957,评论,酒店环境挺好 店长服务很好
958,评论,真的是超级棒的客栈
959,评论,酒店的装修风格是我最喜欢的
960,评论,卫生也可以
961,评论,酒店环境好
962,评论,房间布置温馨
963,评论,"赞,电瓶车接送很棒,位置也好找"
964,评论,"店家热情,服务周到,卫生不错,交通方便"
965,评论,掌柜人很好
966,评论,老板人超好
967,评论,"环境不错,老板服务很好"
968,评论,房间里设施很不错 很周到
969,评论,住的很开心
970,评论,"老板人很好,会有电瓶车接送"
971,评论,"服务很好,小哥帮忙取送行李"
972,评论,店家很热情
973,评论,服务态度特别好
974,评论,房间超大住着很舒服
975,评论,"客栈交通便利,去各个景区都很方便"
976,评论,"环境很好,房间的设备齐全,服务周到"
977,评论,"干净舒服,房间类型很多"
978,评论,入住的第一港客栈，必须的五星好评
979,评论,"房间很干净,整体环境不错"
980,评论,"非常好,明年带父母去"
981,评论,"人也很好,有求必应,服务态度非常好"
982,评论,最棒的一次旅游住宿
983,评论,价格优惠
984,评论,"住的一般,蚊子多,隔音效果不好"
985,评论,"服务好,环境好,什么都好,很贴心呢"
986,评论,是我在厦门住的时间最久
987,评论,这家客栈真的非常好
988,评论,精心的布置，温馨而舒适
989,评论,"订了三个房间,总的来说很好"
990,评论,双窗房间很宽敞很温馨
991,评论,第一港的美女帅哥都很热情
992,评论,下次有机会过来还会住这儿
993,评论,"的飞机还送我们出去,总之就是很好"
994,评论,"这里真的很好,第一次来厦门"
995,评论,房间打扫的很干净
996,评论,"新装修,硬件很好"
997,评论,"能有这价位的客栈很不错啦,推荐推荐"
998,评论,小哥服务态度也很好
999,评论,客栈很温馨
1000,评论,"服务贴心,价格合理,非常赞"
1001,评论,服务质量很棒
1002,评论,客栈不管外面还是房间里都非常漂亮
1003,评论,客栈很温馨，客房干净
1004,评论,老板服务非常周到
1005,评论,"非常不错,我们还做晚餐了,有家的味道"
1006,评论,"床单被套都很干净,床软软的睡得很舒服"
1007,评论,"下次还来,店家很客气,环境卫生"
1008,评论,环境特别好
1009,评论,"环境很好,让人觉得温馨"
1010,评论,"服务很好,周到细致"
1011,评论,这个客栈超级棒的
1012,评论,前台美女很漂亮，服务也很给力
1013,评论,非常好的服务
1014,评论,公交方便
1015,评论,风景超好~而且服务态度特别好
1016,评论,"环境不错,有车接送,店家服务态度超好"
1017,评论,"环境赞,服务很贴心"
1018,评论,客栈很漂亮，服务很贴心
1019,评论,干净，安静，够用心
1020,评论,"床也很舒服,必须给五星"
1021,评论,环境很好
1022,评论,"房间很温馨,干净整洁,性价比很高"
1023,评论,"非常棒的旅馆,值得入住"
1024,评论,非常好的客栈
1025,评论,酒店服务很好很热情
1026,评论,"环境不错,卫生也干净"
1027,评论,"都特别不错,服务很贴心,棒极了"
1028,评论,老板服务很到位
1029,评论,"环境赞,服务很贴心"
1030,评论,真心推荐
1031,评论,这家店是我在厦门住的最舒服的一家
1032,评论,一如既往的好
1033,评论,点评厦门第一港海边度假庄园
1034,评论,挺不错的、前台小妹很热心
1035,评论,"服务超好,干净清爽,地中海风格装修"
1036,评论,另外最重要的是老板人非常好
1037,评论,老板人真的很好
1038,评论,"住的最舒服,服务态度也是最好的一家"
1039,评论,各种贴心
1040,评论,服务很好
1041,评论,"卫生很干净,是的我的双床房只要77"
1042,评论,"环境很好,服务也很到位"
1043,评论,"很值得入住的一家客栈,装修不错"
1044,评论,我觉得不错
1045,评论,超级好的一家客栈
1046,评论,服务态度挺好的
1047,评论,"环境赞,服务好,交通便利"
1048,评论,酒店环境很好
1049,评论,"环境很好,服务非常贴心"
1050,评论,"服务态度好,干净,很值得一住"
1051,评论,客栈风格很温馨
1052,评论,"客栈房间很温馨,小巧"
1053,评论,服务特别特别贴心
1054,评论,很清新干净的地中海风格
1055,评论,环境不错哦
1056,评论,干净整洁
1057,评论,客栈总的来说还是很不错的
1058,评论,"离海边也蛮近的,总之大爱"
1059,评论,周围环境安静
1060,评论,服务态度超好的
1061,评论,客栈的位置不错
1062,评论,吧台布置很温馨
1063,评论,老板很热情
1064,评论,"环境很好,住宿很贴心"
1065,评论,性价比非常高的客栈
1066,评论,服务很好
1067,评论,但是真的让人感觉住在家里一样
1068,评论,店里的工作人员态度都挺好
1069,评论,"8分,环境赞,卫生好,服务很贴心"
1070,评论,客栈环境很好
1071,评论,"老板人很好,出去进来都有接送,不错"
1072,评论,"老板人很好,入住还有小礼品"
1073,评论,环境很好的
1074,评论,服务很温心
1075,评论,"真的特别好,环境爱死了,服务态度好到家"
1076,评论,最喜欢楼顶的沙发摇椅
1077,评论,"环境不错,价格合适,自由行选择的好去处"
1078,评论,"住的很舒服,位置也很方便"
1079,评论,"住了一周左右,前台的妹子很好看哦"
1080,评论,"最后还送了伴手礼,赞👍🏻"
1081,评论,店家很好
1082,评论,服务很棒
1083,评论,"很喜欢那边的装修风格,酒店也是新装修的"
1084,评论,"酒店风格很小清新,干净舒服"
1085,评论,设施不错、设计也很好
1086,评论,"环境很好,房间也很漂亮"
1087,评论,卫生间和洗漱台的位置都很小
1088,评论,"客服很热情,唯一不足的就是房间有点小"
1089,评论,超级好
1090,评论,"服务好房间好景色好,反正都很好😄"
1091,评论,"这家服务是我遇到的最好的了,酒店有点偏"
1092,评论,设施齐全
1093,评论,"硬件设施都好好,服务态度也很好"
1094,评论,点评厦门第一港海边度假庄园
1095,评论,环境超级舒适
1096,评论,酒店环境超级好
1097,评论,房间很干净
1098,评论,老板超级nice，临走前还送了特产
1099,评论,服务很好，很有特色，房子很干净
1100,评论,环境很好
1101,评论,空间大，交通方便
1102,评论,总的来说给我感觉就是很好
1103,评论,位置挺方便
1104,评论,"总之住的开心舒服,走得时候还有点不舍"
1105,评论,很漂亮的一家酒店
1106,评论,服务态度好
1107,评论,"房间还不错,早上5点离店的"
1108,评论,"环境很好,服务跟贴心"
1109,评论,"很温馨,老板好礼貌好客"
1110,评论,"环境好,店家人很贴心"
1111,评论,找时间再去
1112,评论,服务很好位置也挺好环境也很好
1113,评论,"有洗衣机天台都很方便,出入交通方便"
1114,评论,房间很大，很干净
1115,评论,非常满意的客栈
1116,评论,"环境很好,房间干净,老板人好,服务周到"
1117,评论,这是我住过最豪华的客栈了
1118,评论,"住的很温馨,有种家的感觉"
1119,评论,房间很新，也很漂亮
1120,评论,"房间的风格也很温馨,遗憾的是没有停车场"
1121,评论,"前台服务特别周到,客栈环境很好"
1122,评论,"房间很漂亮,装修的特别上档次"
1123,评论,环境很好
1124,评论,服务超级好
1125,评论,"有了老板的热情接送,交通不是问题"
1126,评论,房间特别好看
1127,评论,什么都方便
1128,评论,"老板特别热情,服务非常周到"
1129,评论,"这是我住过信价比最高的店,没有之一"
1130,评论,"店家很热情,服务各个方面都非常好"
1131,评论,入住后确实不错
1132,评论,"环境很温馨,我住的大圆房,不错的"
1133,评论,"床大,配置高,很温馨,服务超好"
1134,评论,"环境很好,服务也很多,不错,价格也不贵"
1135,评论,"感觉好甜蜜,房卫生干净,房东好贴心"
1136,评论,"很不错,住的很舒服,房间很漂亮"
1137,评论,房间卫生也很好
1138,评论,环境不错
1139,评论,服务很棒
1140,评论,"必须给五分,给好评"
1141,评论,去了一下就爱上它
1142,评论,"房间卫生,有感觉"
1143,评论,"环境不错,很干净,房间布置的很漂亮"
1144,评论,"老板态度非常好,房间和照片一样"
1145,评论,服务超好
1146,评论,无论是环境还是服务都比较到位
1147,评论,真心点赞
1148,评论,"酒店很温馨,前台的美女也很热情"
1149,评论,"而且特别实惠,给我一种宾至如归的感觉"
1150,评论,包括对厦门行程中会遇到不好现象温馨提醒
1151,评论,"酒店很大,公共区域都特别美"
1152,评论,"个个超有礼貌,总之太感谢你们了"
1153,评论,"环境很不错,房间也很干净"
1154,评论,服务很好
1155,评论,地方安静
1156,评论,非常清新雅致的客栈
1157,评论,"很温馨,服务态度非常好"
1158,评论,"服务很贴心,感觉非常舒服"
1159,评论,酒店服务很棒
1160,评论,"酒店服务很好,位置一般,总之还行"
1161,评论,环境和服务都很好
1162,评论,酒店内部布置的很温馨
1163,评论,这个酒店超级赞啊
1164,评论,小哥服务态度特别好
1165,评论,店家真的很贴心
1166,评论,在曾厝安很方便
1167,评论,"这相当棒,进门送饮料,出门送特产"
1168,评论,前台美女笑容很甜
1169,评论,环境很棒~服务很好
1170,评论,"环境超赞,掌柜的超好,服务超贴心"
1171,评论,"环境赞,服务非常贴心周到"
1172,评论,"服务周到很热情,房间也很干净整洁"
1173,评论,老板人非常好
1174,评论,"房间干净,算是厦门三天住的最舒服的"
1175,评论,这家家庭旅馆是真的很棒
1176,评论,物美价廉，服务还特别好
1177,评论,店家的服务态度非常好
1178,评论,厦门本来给我感觉就不错
1179,评论,绝对值得点赞
1180,评论,住的很舒服
1181,评论,"服务好,热情,有电瓶摆渡车"
1182,评论,第一港环境不错，态度也很好
1183,评论,真的棒的没话说
1184,评论,前台和服务小哥非常热心体贴
1185,评论,"从入住到离开都很热情,临走还送了小礼品"
1186,评论,"服务很贴心,公交方便"
1187,评论,"房间很好,服务态度也很好"
1188,评论,房子外观装修风格很不错，是我喜欢的类型
1189,评论,客栈环境很好
1190,评论,很不错哟
1191,评论,很有特色的旅馆
1192,评论,"服务周到,非常用心"
1193,评论,"环境好服务好,前台漂亮,小哥贴心"
1194,评论,服务态度很好
1195,评论,"地方很宽敞,店家很热情"
1196,评论,"店内布局很亮眼,房间也很干净"
1197,评论,很不错 很干净 客栈的人都很好
1198,评论,设施很齐全
1199,评论,这次入住非常满意
1200,评论,"服务态度非常好,住宿环境也很干净,整洁"
1201,评论,真的很有家的感觉
1202,评论,前台服务也特别贴心
1203,评论,我真的很喜欢这个客栈
1204,评论,房子公共场所和房间都很棒
1205,评论,"退房还送鼓浪屿特产,总之太棒了"
1206,评论,"老板人特别好,房间非常漂亮"
1207,评论,"店家服务态度很好,住的地方也干净卫生"
1208,评论,屋里摆设还算精致，欧式装修
1209,评论,环境很好
1210,评论,住的很满意
1211,评论,服务满分
1212,评论,"用起来放心,卫生很给力"
1213,评论,第一眼觉得酒店好漂亮
1214,评论,交通也挺方便
1215,评论,"超满意,非常干净,比我想象的好多了"
1216,评论,性价比很高
1217,评论,"服务超级好,进出都有客栈的车接送"
1218,评论,这家客栈的服务给满分
1219,评论,环境好温馨～跟家一样
1220,评论,"感觉环境挺好的,是欧式的装修风格"
1221,评论,"环境赞,服务很贴心"
1222,评论,服务也很好
1223,评论,老板人很热情
1224,评论,"服务超级好,很有风格的一家店"
1225,评论,"环境好,住的舒服,服务也好"
1226,评论,住宿感觉挺好的
1227,评论,"很不错,服务态度很好"
1228,评论,店家人超级好
1229,评论,总体感觉满意
1230,评论,"酒店很不错,里面装修都不错"
1231,评论,超级方便的
1232,评论,"服务贴心,有个自助厨房很好"
1233,评论,"店家人很好,服务也很周到,环境也很好"
1234,评论,"环境干净漂亮,服务很贴心"
1235,评论,"环境不错,很安静"
1236,评论,服务很周到
1237,评论,环境真的是干净又舒适
1238,评论,"特别亲切,前台美女也非常有耐心"
1239,评论,前台和接送人员服务态度都很好
1240,评论,方便的很啊
1241,评论,"感觉很舒心,房间里被子都很干净"
1242,评论,"服务非常热情,环境很好"
1243,评论,"旅馆挺新,环境很好,布置装饰很漂亮"
1244,评论,服务确实很棒
1245,评论,服务态度超级好
1246,评论,"真的很好很温馨,喜欢"
1247,评论,"店家服务态度也很赞,住的很开心"
1248,评论,环境很好
1249,评论,但可能平时来确实很不错的
1250,评论,"店家很热情,人很好,离开店前还有赠品"
1251,评论,我和姐妹一直都在说这个客栈很温馨
1252,评论,小资情调，文艺青年首选
1253,评论,客栈的姐姐哥哥很热情
1254,评论,"环境赞,服务好很温暖"
1255,评论,"房东很好,服务贴心,房间干净"
1256,评论,"酒店环境很小清新,房间干净整洁"
1257,评论,太可爱了
1258,评论,简直太温馨了
1259,评论,"乘坐公交都有很明细的说到,可以自己做饭"
1260,评论,服务很贴心
1261,评论,"服务很贴心,环境还行"
1262,评论,"服务超级好,订的房间床超级大"
1263,评论,"服务很周到,人也很好"
1264,评论,特别温馨
1265,评论,"服务不能再好了,干净,有情调,很讲究"
1266,评论,床品非常干净
1267,评论,楼下服务人员特别周到
1268,评论,太喜欢第一港了👏🏻老板很热情
1269,评论,强烈推荐
1270,评论,"司机小哥服务很好,服务没话说"
1271,评论,"环境好,床上用品跟酒店的一样,超出预期"
1272,评论,"床软硬适中,隔音效果好"
1273,评论,"干净整洁,细节之处考虑得很周到"
1274,评论,都很好
1275,评论,特别的好
1276,评论,"环境赞,服务很贴心"
1277,评论,"但很干净,服务也超级好"
1278,评论,十分推荐这个酒店
1279,评论,去到的时候联系老板就有小哥来路口接
1280,评论,"环境安静,服务很贴心哦"
1281,评论,这是一家温馨的客栈
1282,评论,"酒店环境卫生较好,服务周到"
1283,评论,"感觉真是棒棒哒,卫生很好"
1284,评论,交通是很方便的
1285,评论,"服务很好,房间有点儿小"
1286,评论,感觉非常好!离黄厝沙滩很近
1287,评论,"可以帮我们免费升级房型,很赞"
1288,评论,服务态度特别好
1289,评论,挺好的
1290,评论,环境更是没的说，交通也很方便
1291,评论,"环境赞,服务很贴心"
1292,评论,"环境好,服务超赞"
1293,评论,店家很是热情
1294,评论,店家服务特别好
1295,评论,很干净
1296,评论,客栈前台和司机都很好
1297,评论,酒店布置和图片上一模一样
1298,评论,"周边吃饭的地方很多,厦门的公交车很方便"
1299,评论,"位置还算好找,酒店服务态度特别好"
1300,评论,"布置很温馨啦,前台姐姐人超好,好漂亮"
1301,评论,环境超正，前台态度超好
1302,评论,"酒店装潢还算有些小创意,很喜欢"
1303,评论,客栈老板很好
1304,评论,"服务贴心,环境赞,交通也挺方便"
1305,评论,超级好啊
1306,评论,点评厦门第一港海边度假庄园
1307,评论,"环境赞,服务很贴心"
1308,评论,环境特别美~有天台
1309,评论,"特别是前台都很热情,微笑面对"
1310,评论,"酒店非常舒适,前台妹妹和小哥非常热情"
1311,评论,总体来说还是很不错的
1312,评论,店家人很好
1313,评论,这家民宿真的特别特别好
1314,评论,"洒店房间很干净,装修的很温馨"
1315,评论,退房时还送了份礼物很贴心
1316,评论,干净舒适
1317,评论,客栈有观光车接送
1318,评论,"位置在环岛路也是特别方便,住的很舒服"
1319,评论,点评厦门第一港海边度假庄园
1320,评论,酒店位置好，闹中取静
1321,评论,"地理位置优越,离海边很近"
1322,评论,"小哥服务很贴心,应该加工资,赞"
1323,评论,"很好,服务态度又好"
1324,评论,服务很周到，又细心，有种回家的感觉
1325,评论,"沿海风景29路都能搞定,但总体不喜欢"
1326,评论,服务超赞的
1327,评论,"有一种家的感觉,五星级的服务,专车接送"
1328,评论,"感觉非常好,老板人好服务好"
1329,评论,"真的非常喜欢,环境很好"
1330,评论,"服务态度也很好,环境很漂亮"
1331,评论,出乎预料的好
1332,评论,"住的环境也好,服务也好,总之很满意"
1333,评论,就是浴室比较小
1334,评论,"环境不错,交通也方便,我们很晚到"
1335,评论,房间非常干净温馨
1336,评论,"很棒,图片和实际的房间是一样的"
1337,评论,老板人很好
1338,评论,房间温馨，安静，也很干净
1339,评论,环境很漂亮
1340,评论,店里的小哥还有前台美女都很热情
1341,评论,"住宿环境不错,性价比高"
1342,评论,"客房还可以干净整洁,服务很好"
1343,评论,到房间有家的感觉
1344,评论,"环境赞,每个人的服务都很贴心,热情"
1345,评论,"房间住的干净、舒服,环境挺好"
1346,评论,"环境赞,服务很贴心"
1347,评论,"比较温馨,床舒服,服务热情,环境优美"
1348,评论,超级干净
1349,评论,小哥态度很好
1350,评论,"还好,老板态度可以,下次还会再去"
1351,评论,"地理位置很好,出行非常方便"
1352,评论,服务特别好
1353,评论,"房间味道比较重,隔音效果不好"
1354,评论,"环境赞,服务很贴心"
1355,评论,服务很好~交通便利~去哪都方便
1356,评论,"环境不错,服务也很好"
1357,评论,"小店确实可以,满分,环境好,住起来舒适"
1358,评论,店里小哥开着小电动车随时接送
1359,评论,让人觉得很舒服
1360,评论,"服务很好,环境很好"
1361,评论,服务态度超好的
1362,评论,1、酒店非常好:环境:设施都不错
1363,评论,"环境赞,服务好,设备齐全,很有情调"
1364,评论,房间布置很赞
1365,评论,最后还是看评价定的房
1366,评论,休闲区、走廊都挺有感觉
1367,评论,"酒店在塔头,很温馨,房间里提供碗筷哦"
1368,评论,"民宿的装修非常温馨,很漂亮"
1369,评论,"最值得称赞的是,他们的服务态度"
1370,评论,"环境很好,房间的设施也很棒"
1371,评论,房间很有特色，服务也很好
1372,评论,小哥超热心
1373,评论,"服务态度很好,地处深巷,周边环境一般"
1374,评论,"干净,小哥和前台接待很贴心周到"
1375,评论,"环境赞,服务很贴心"
1376,评论,老板很热心
1377,评论,"环境不错,服务周到,性价比高"
1378,评论,环境舒适
1379,评论,性价比真的挺高的
1380,评论,很开心的一次体验
1381,评论,床很软很舒服
1382,评论,服务态度很好
1383,评论,"服务周到,感谢所有店内员工的热情与好客"
1384,评论,特别温馨
1385,评论,"老板特别好,房间也很干净,特别棒"
1386,评论,"环境不错,有自助厨房,服务热情"
1387,评论,老板人很热情
1388,评论,"服务热情,让我体会到厦门之行特别开心"
1389,评论,住过最贴心的客栈
1390,评论,"环境好,服务贴心,工作人员热情细心"
1391,评论,第一感觉环境很好
1392,评论,"房间很干净整齐,装修比较欧美"
1393,评论,客栈老板服务很热情
1394,评论,"环境很好,离海边和公交站都很近"
1395,评论,个人觉得安全指数是比较高的
1396,评论,服务设施齐全
1397,评论,"很贴心,总的给人的感觉很好"
1398,评论,超级好 超漂亮 超喜欢
1399,评论,"热心,暖暖的,真心有宾至如归的感觉"
1400,评论,装修的很文艺
1401,评论,"很满意,热情周到,位置也不错"
1402,评论,小哥的服务态度都很好
1403,评论,"服务周到,设施齐全,特别好的一次体验"
1404,评论,"非常棒,服务态度也超级棒的"
1405,评论,服务真的超级好
1406,评论,"居住环境很温馨,有情调"
1407,评论,"装修的很漂亮,房间的设置也是特别的好"
1408,评论,服务态度棒棒的
1409,评论,"床很大,床品看上去很有质感"
1410,评论,"房间很温馨,打扫的像5星级哦"
1411,评论,"服务,卫生,网络都很好"
1412,评论,服务态度超级好
1413,评论,让人感觉很温暖
1414,评论,"老板娘人很好,帮我们换大的房间"
1415,评论,真心不错
1416,评论,"很喜欢的风格,老板也很热情"
1417,评论,酒店环境不错
1418,评论,服务特别好
1419,评论,"房子外观很有感觉,大厅也很有设计感"
1420,评论,小哥人也很好
1421,评论,很喜欢这家客栈
1422,评论,服务态度超好
1423,评论,超级赞的 环境是我喜欢的
1424,评论,房间干净整齐
1425,评论,"很小资情调,不错,酒店工作人员很热情"
1426,评论,"店家服务特别好,客栈装修也很新"
1427,评论,装修很漂亮…总之就是推荐推荐推荐
1428,评论,晚上很安静，周边有夜市
1429,评论,服务真的特别到位
1430,评论,"环境不错,房间布置好文艺"
1431,评论,"感觉非常棒,对住宿很挑剔的女儿都很喜欢"
1432,评论,"网上看评论不错才住的这里,服务确实不错"
1433,评论,点评厦门第一港海边度假庄园
1434,评论,"很适合家庭出游,离海边近"
1435,评论,前台接待美女热情的接待
1436,评论,干净，舒适，超乎想象的满意
1437,评论,客栈风格不错
1438,评论,"房间很安静,走出一千米就是环岛路的沙滩"
1439,评论,"客栈人很好,环境也非常棒"
1440,评论,超级棒，又干净又安静
1441,评论,前台的姐姐和小哥特别好
1442,评论,"环境棒棒的,住的条件很干净"
1443,评论,简直是太棒的一家店了
1444,评论,环境好，干净
1445,评论,"老板人很好,前台接待也很好,服务一级棒"
1446,评论,总体满意
1447,评论,"不错,里面环境很好,服务也很好"
1448,评论,"感觉还好,出行还算方便"
1449,评论,"老板很热情,走的时候还送了个小礼品"
1450,评论,服务态度超级好
1451,评论,"环境赞服务特别好,每个人都很热情"
1452,评论,"环境不错,服务也不错,门是密码锁"
1453,评论,房间很有特色
1454,评论,"房间卫生比较干净,各种配套也齐全"
1455,评论,这里的环境很美
1456,评论,"很干净,服务超好,前台小姐很漂亮"
1457,评论,店很有风格，很小清新
1458,评论,"房间干净整洁,很有特色,距离环岛路很近"
1459,评论,安安静静的小渔村
1460,评论,房间真的好大
1461,评论,"WiFi全覆盖,环境很赞,干净利落"
1462,评论,点评厦门第一港海边度假庄园
1463,评论,"走边吃饭方便去海边也近,挺好的"
1464,评论,环境很一把把
1465,评论,非常亲切的一家客栈
1466,评论,"挺好的,有专门接送的电瓶车"
1467,评论,酒店服务态度非常好
1468,评论,房间干净整洁
1469,评论,"但总体来说还是很不错的,干净简洁"
1470,评论,环境不错
1471,评论,房间环境都不错
1472,评论,店家服务也好
1473,评论,价格实惠
1474,评论,房间很干净
1475,评论,"客栈环境还好,周边很差"
1476,评论,"老板人超级好,环境很棒"
1477,评论,很喜欢这间客栈
1478,评论,客栈地段不错
1479,评论,"周围吃的很多,而且交通特别方便"
1480,评论,客栈的小哥小妹服务态度很好
1481,评论,"很好,服务态度很好"
1482,评论,一家很棒的客栈
1483,评论,客栈非常不错
1484,评论,服务环境都很好
1485,评论,"环境很好,安静清雅"
1486,评论,房间非常有特色
1487,评论,店主是很用心在开店
